,Name,Comment,Time,Likes,Reply Count,Reply Author,Reply,Published,Updated,Unnamed: 9,Unnamed: 10
3004,,"@Max Power Ist das dein Ernst? Es ist für dich wirklich gar nicht verständlich, dass man einfach respektvoll mit seinen Mitmenschen umgehen möchte? Stell dir mal vor wir würden alle so denken und es gäbe nur ignorante Menschen auf dieser Welt: Ich glaube dann wäre die Welt ein  schlimmerer Ort und hätte wahrscheinlich noch mehr Probleme als sie momentan eh schon hat",,,,Nora Gil,"@Max Power Ist das dein Ernst? Es ist für dich wirklich gar nicht verständlich, dass man einfach respektvoll mit seinen Mitmenschen umgehen möchte? Stell dir mal vor wir würden alle so denken und es gäbe nur ignorante Menschen auf dieser Welt: Ich glaube dann wäre die Welt ein  schlimmerer Ort und hätte wahrscheinlich noch mehr Probleme als sie momentan eh schon hat",2021-02-12T14:59:49Z,2021-02-12T14:59:49Z,,
3005,,"@Nora Gil Es geht nicht darum, dass mich eine Person fragt &quot;Ich bin männlich geboren und möchte als Frau angesprochen werden.<br>Es geht darum, dass hierbei verlangt wird, dass man die Gedanken der Person liest und sich diese Person angegriffen fühlt, wenn man sie nach 99% treffsicheren Methoden einem Geschlecht zuordnen, welchem sie sich nicht zugehörig fühlen.<br>Außerdem weiß die Person im Film selber nicht wirklich was sie will. Sie will Extrawürste und besonders angesprochen werden, weiß aber selber noch nicht mal, wie man sowas umsetzen sollte.<br>Dann wirds halt einfach lächerlich und mit jeder sprachlichen Extrawurst, auf die man sich einlässt, schwinkt der Zirkus einfach mit.<br><br>Bis &quot;Sprich mich als Frau an&quot;, wenn es eine männlich gebürtige Person ist gehe ich mit. Und ggf. auch noch, wenn die Person nicht Frau oder Mann genannt werden will, sondern X. Ich mache aber keinen Sprachzirkus mit, bei welchem man sich beleidigt fühlt, wenn ich dann aus Versehen nicht das neu erfundene Personalpronomen verwende.<br><br>An diesem Punkt - so leid es mir tut - müssen diese Menschen therapeutisch an ihrem Selbstwert arbeiten und nicht die gesamte Sprache auf den Kopf stellen. Ich lebe auch ständig mit der Gefahr, dass mich jemand beleidigt (was ja in dem Fall sogar böse gemeint ist - im Fall eines falschen Personalpronomens wohl in den meisten Fällen nur ein Versehen war).<br>Was funktioniert besser - meinen Selbstwert so aufzupolieren, dass mir die Beleidigung egal ist oder versuchen, die Menschheit zu belehren, doch bitte keine Beleidigungen mehr in den Mund zu nehmen?",,,,Hohl Birne,"@Nora Gil Es geht nicht darum, dass mich eine Person fragt &quot;Ich bin männlich geboren und möchte als Frau angesprochen werden.<br>Es geht darum, dass hierbei verlangt wird, dass man die Gedanken der Person liest und sich diese Person angegriffen fühlt, wenn man sie nach 99% treffsicheren Methoden einem Geschlecht zuordnen, welchem sie sich nicht zugehörig fühlen.<br>Außerdem weiß die Person im Film selber nicht wirklich was sie will. Sie will Extrawürste und besonders angesprochen werden, weiß aber selber noch nicht mal, wie man sowas umsetzen sollte.<br>Dann wirds halt einfach lächerlich und mit jeder sprachlichen Extrawurst, auf die man sich einlässt, schwinkt der Zirkus einfach mit.<br><br>Bis &quot;Sprich mich als Frau an&quot;, wenn es eine männlich gebürtige Person ist gehe ich mit. Und ggf. auch noch, wenn die Person nicht Frau oder Mann genannt werden will, sondern X. Ich mache aber keinen Sprachzirkus mit, bei welchem man sich beleidigt fühlt, wenn ich dann aus Versehen nicht das neu erfundene Personalpronomen verwende.<br><br>An diesem Punkt - so leid es mir tut - müssen diese Menschen therapeutisch an ihrem Selbstwert arbeiten und nicht die gesamte Sprache auf den Kopf stellen. Ich lebe auch ständig mit der Gefahr, dass mich jemand beleidigt (was ja in dem Fall sogar böse gemeint ist - im Fall eines falschen Personalpronomens wohl in den meisten Fällen nur ein Versehen war).<br>Was funktioniert besser - meinen Selbstwert so aufzupolieren, dass mir die Beleidigung egal ist oder versuchen, die Menschheit zu belehren, doch bitte keine Beleidigungen mehr in den Mund zu nehmen?",2021-02-12T15:53:28Z,2021-02-12T15:57:02Z,,
3006,,"@Hohl Birne Ja da stimme ich dir tatsächlich zu. Ich finde beide Seiten sollten sich entgegengehen. Wenn ich jemanden mit einem falschen Personalpronomen anspreche, sollte die Person nach meiner Auffassung nicht gleich beleidigt sein, sondern mich stattdessen höflich und respektvoll korrigieren. Meine Aufgabe bei dem entgegengehen sehe ich dann darin, mich bestmöglich zu bemühen, diese Korrekturen umzusetzen",,,,Nora Gil,"@Hohl Birne Ja da stimme ich dir tatsächlich zu. Ich finde beide Seiten sollten sich entgegengehen. Wenn ich jemanden mit einem falschen Personalpronomen anspreche, sollte die Person nach meiner Auffassung nicht gleich beleidigt sein, sondern mich stattdessen höflich und respektvoll korrigieren. Meine Aufgabe bei dem entgegengehen sehe ich dann darin, mich bestmöglich zu bemühen, diese Korrekturen umzusetzen",2021-02-12T16:03:11Z,2021-02-12T16:03:11Z,,
3007,,"@Max Power Also wenn du Freundlichkeit und Respekt gegenüber seinen Mitmenschen wirklich generell als heuchlerisch empfindest, dann tust du mir ehrlich leid... Ich bin gerne freundlich zu anderen weil es mich ehrlich freut ein Lächeln auf deren Gesichtern zu sehen. Wenn ich jedoch eine Meinung nicht teile, versuche ich auch das zwar zu sagen, aber eben auch auf eine respektvolle Art und Weise, denn meiner Meinung nach kommt man mit Streit entfachen und zu aggressiven Ausdrucksweisen greifen nicht wirklich weiter.  Man kann auch freundlich und ehrlich sein.",,,,Nora Gil,"@Max Power Also wenn du Freundlichkeit und Respekt gegenüber seinen Mitmenschen wirklich generell als heuchlerisch empfindest, dann tust du mir ehrlich leid... Ich bin gerne freundlich zu anderen weil es mich ehrlich freut ein Lächeln auf deren Gesichtern zu sehen. Wenn ich jedoch eine Meinung nicht teile, versuche ich auch das zwar zu sagen, aber eben auch auf eine respektvolle Art und Weise, denn meiner Meinung nach kommt man mit Streit entfachen und zu aggressiven Ausdrucksweisen greifen nicht wirklich weiter.  Man kann auch freundlich und ehrlich sein.",2021-02-12T16:08:36Z,2021-02-12T16:08:36Z,,
3008,,"Guten Tag Marcel-Jana Beispielnachname, wie darf ich sie ansprechen? 🤷🏻",,,,Laura Braak,"Guten Tag Marcel-Jana Beispielnachname, wie darf ich sie ansprechen? 🤷🏻",2021-02-12T16:58:19Z,2021-02-12T16:58:19Z,,
3009,,@Marcel-Jana Urban <br>Hi Marcel-Jana ich kann deine Seite sehr gut verstehen sehe es aber trotzdem im Zwiespalt weil nur weil man sich mit einem Geschlecht nicht identifiziert heißt es ja nicht dass man nicht als das geboren ist deshalb würde ich es perfekt finden wenn da z.b. bei dir stehen würde bei Geschlecht  X und dahinter in Klammern ( männlich) da es dein geborenes Geschlecht ist <br>Verstehe aber auch dass du es diskriminierend findest wenn du dich damit nicht identifizierst<br>Und falls man sich irgendwann mal per Zufall auf der Straße sieht spreche ich dich auch gerne mit deinem vor und Nachnamen an ohne Anrede <br>Ich glaube aber auch dass es für viele Leute schwer fällt einfach die Anrede wegzulassen<br>Da es sich in der Aussprache komisch und ungewohnt anhört<br><br> wünsche dir trotzdem noch alles Gute und eine tolle Zukunft<br>Lg mark,,,,1heromark,@Marcel-Jana Urban <br>Hi Marcel-Jana ich kann deine Seite sehr gut verstehen sehe es aber trotzdem im Zwiespalt weil nur weil man sich mit einem Geschlecht nicht identifiziert heißt es ja nicht dass man nicht als das geboren ist deshalb würde ich es perfekt finden wenn da z.b. bei dir stehen würde bei Geschlecht  X und dahinter in Klammern ( männlich) da es dein geborenes Geschlecht ist <br>Verstehe aber auch dass du es diskriminierend findest wenn du dich damit nicht identifizierst<br>Und falls man sich irgendwann mal per Zufall auf der Straße sieht spreche ich dich auch gerne mit deinem vor und Nachnamen an ohne Anrede <br>Ich glaube aber auch dass es für viele Leute schwer fällt einfach die Anrede wegzulassen<br>Da es sich in der Aussprache komisch und ungewohnt anhört<br><br> wünsche dir trotzdem noch alles Gute und eine tolle Zukunft<br>Lg mark,2021-02-12T19:35:33Z,2021-02-12T19:35:33Z,,
3010,,"@Marcel-Jana Urban du ksnnst doch nicht erwarten, dass man dich zuerst fragt: hey wie muss ich dich ansprechen??",,,,Deluxe Cars,"@Marcel-Jana Urban du ksnnst doch nicht erwarten, dass man dich zuerst fragt: hey wie muss ich dich ansprechen??",2021-02-12T19:55:55Z,2021-02-12T19:55:55Z,,
3011,,@Max Power sorry dir das sagen zu müssen aber dann lebst du  eindeutig in der falschen Welt <br>Man kann auch respektvoll und verständnisvoll zu anderen sein ohne sich für sie zu interessieren<br>Da es genau wie du und ich auch Lebewesen sind und jeder hat das recht auf Grundrespeckt und Gleichbehandlung <br>Und klar kann man durch Streit was  lernen ist allerdings nicht die beste Art dafür<br> denn was man schon seit Jahrtausenden aus der Geschichte lernen kann ist das leider immer noch nicht alle Menschen verstanden haben<br>Streit fürt zu Gewalt<br>Gewalt fürt zu Hass<br>Hass führt zu Krieg <br>Und Krieg führt zu tot<br><br>Also entweder lebt man mit seinen Mitmenschen und akzeptiert und respektiert sie oder dan kannst du dich auch gerne 24/7 in deinen Keller verhocken wo dich keine Menschenseele sieht dann machst du niemand Probleme und niemand macht dir Probleme und alle sind glücklich <br>Ist es das was du willst???,,,,1heromark,@Max Power sorry dir das sagen zu müssen aber dann lebst du  eindeutig in der falschen Welt <br>Man kann auch respektvoll und verständnisvoll zu anderen sein ohne sich für sie zu interessieren<br>Da es genau wie du und ich auch Lebewesen sind und jeder hat das recht auf Grundrespeckt und Gleichbehandlung <br>Und klar kann man durch Streit was  lernen ist allerdings nicht die beste Art dafür<br> denn was man schon seit Jahrtausenden aus der Geschichte lernen kann ist das leider immer noch nicht alle Menschen verstanden haben<br>Streit fürt zu Gewalt<br>Gewalt fürt zu Hass<br>Hass führt zu Krieg <br>Und Krieg führt zu tot<br><br>Also entweder lebt man mit seinen Mitmenschen und akzeptiert und respektiert sie oder dan kannst du dich auch gerne 24/7 in deinen Keller verhocken wo dich keine Menschenseele sieht dann machst du niemand Probleme und niemand macht dir Probleme und alle sind glücklich <br>Ist es das was du willst???,2021-02-12T20:00:03Z,2021-02-12T20:00:03Z,,
3012,,"@1heromark Vielleicht lebe ich in der realen Welt und du in einer Fantasiewelt. Leben und Gewalt sind untrennbar miteinander verbunden, vom kleinen Bakterium welches mit biochemischen Waffen seine Konkurrenten auslöscht bis zum Menschen und der Atomwaffe. Ohne Gewalt hätte es uns alle nicht gegeben, ohne Gewalt wären wir vielleicht Pflanzenfresser wie Kühe oder Schafe geworden. Gewalt ist das, was uns dazu gebracht hat, vom Baum hinunterzusteigen und die Welt zu besiedeln. Dank drohender Gewalt haben wir das Internet erfunden, haben begonnen das Weltall zu erforschen, die Gene und alles andere was für dich heute so normal ist. Wir können heute über Gewalt und Gewaltlosigkeit diskutieren, weil andere ihr Leben gegeben und das anderer genommen haben. Ohne Gewalt wäre Mildtätigkeit sinnlos, denn erst im Kontrast zeigt sie sich.<br>Übrigens sitze ich nicht im Keller rum, gerade das Gegenteil, seit Corona komme ich kaum mehr dazu mich auszuruhen - zu viel zu tun. <br>Und glaub mir, wenn ich dir sage, dass ich mit meiner Einstellung sehr erfolgreich bin, bei allen Dingen die ich angefasst habe. Denn Konkurrenz und die daraus folgende (nichtphysische) Gewalt haben dafür gesorgt, dass ich bei vielen Dingen brilliere. In einer Welt wie du sie dir vorstellst, wo alle gleich sind, gleichen Respekt genießen und man für aber auch gar nichts irgendetwas machen muss, hätte ich wohl nie den Ansporn gefunden über mich hinaus zu wachsen. Die Welt, die sich Menschen wie du wünschen, erinnert mich an die christliche Vorstellung des Himmels, ein todlangweiliger Ort wo alle glücklich, zufrieden und freundlich sind. Ich hingegen habe lieber eine aufregende Welt, voller Unannehmlichkeiten. Leider gibt es die nicht mehr, also muss ich sie mir selbst erschaffen. In einer Welt wie sie vor 1000 Jahren existierte hätte ich dies nicht nötig gehabt aber da lebe ich nicht,  leider. Lieber nur 30 Jahre alt werden und ein aufregendes Leben als 80 werden und ein ordentliches, langweiliges Leben wo man immer den &quot;Guten&quot; gespielt hat.",,,,Max Power,"@1heromark Vielleicht lebe ich in der realen Welt und du in einer Fantasiewelt. Leben und Gewalt sind untrennbar miteinander verbunden, vom kleinen Bakterium welches mit biochemischen Waffen seine Konkurrenten auslöscht bis zum Menschen und der Atomwaffe. Ohne Gewalt hätte es uns alle nicht gegeben, ohne Gewalt wären wir vielleicht Pflanzenfresser wie Kühe oder Schafe geworden. Gewalt ist das, was uns dazu gebracht hat, vom Baum hinunterzusteigen und die Welt zu besiedeln. Dank drohender Gewalt haben wir das Internet erfunden, haben begonnen das Weltall zu erforschen, die Gene und alles andere was für dich heute so normal ist. Wir können heute über Gewalt und Gewaltlosigkeit diskutieren, weil andere ihr Leben gegeben und das anderer genommen haben. Ohne Gewalt wäre Mildtätigkeit sinnlos, denn erst im Kontrast zeigt sie sich.<br>Übrigens sitze ich nicht im Keller rum, gerade das Gegenteil, seit Corona komme ich kaum mehr dazu mich auszuruhen - zu viel zu tun. <br>Und glaub mir, wenn ich dir sage, dass ich mit meiner Einstellung sehr erfolgreich bin, bei allen Dingen die ich angefasst habe. Denn Konkurrenz und die daraus folgende (nichtphysische) Gewalt haben dafür gesorgt, dass ich bei vielen Dingen brilliere. In einer Welt wie du sie dir vorstellst, wo alle gleich sind, gleichen Respekt genießen und man für aber auch gar nichts irgendetwas machen muss, hätte ich wohl nie den Ansporn gefunden über mich hinaus zu wachsen. Die Welt, die sich Menschen wie du wünschen, erinnert mich an die christliche Vorstellung des Himmels, ein todlangweiliger Ort wo alle glücklich, zufrieden und freundlich sind. Ich hingegen habe lieber eine aufregende Welt, voller Unannehmlichkeiten. Leider gibt es die nicht mehr, also muss ich sie mir selbst erschaffen. In einer Welt wie sie vor 1000 Jahren existierte hätte ich dies nicht nötig gehabt aber da lebe ich nicht,  leider. Lieber nur 30 Jahre alt werden und ein aufregendes Leben als 80 werden und ein ordentliches, langweiliges Leben wo man immer den &quot;Guten&quot; gespielt hat.",2021-02-12T20:28:10Z,2021-02-12T20:28:10Z,,
3013,,"@Max Power Auch wenn das für dich vielleicht ein Kompliment sein mag, irgendwie erinnerst du mich ein bisschen an superschurken aus cartoon Serien und Filmen😅 Die mögen Streit auch und wollen auch immer &quot;brillieren&quot;",,,,Nora Gil,"@Max Power Auch wenn das für dich vielleicht ein Kompliment sein mag, irgendwie erinnerst du mich ein bisschen an superschurken aus cartoon Serien und Filmen😅 Die mögen Streit auch und wollen auch immer &quot;brillieren&quot;",2021-02-12T21:34:44Z,2021-02-12T21:34:44Z,,
3014,,@Nora Gil Das ist ziemlich eindimensional gedacht.,,,,Max Power,@Nora Gil Das ist ziemlich eindimensional gedacht.,2021-02-13T05:48:03Z,2021-02-13T05:48:03Z,,
3015,,"@Max Power Ich finde deine Haltung dass Krieg und Streit doch ach so toll wären ziemlich eindimensional. Ich verstehe dein Argument dass das die Menschheit in der Vergangenheit weitergebracht hat. Dennoch empfinde ich es als wirklich sehr unangenehm, wie du das hier verherrlichst. Wenn du selbst schon Krieg erlebt hättest und Angehörige verloren hättest oder selbst schwer verwundet worden wärst würdest du darüber mit Sicherheit anders denken. Eine Frage: Möchtest du dass in Deutschland wieder der Krieg Einzug hält?",,,,Nora Gil,"@Max Power Ich finde deine Haltung dass Krieg und Streit doch ach so toll wären ziemlich eindimensional. Ich verstehe dein Argument dass das die Menschheit in der Vergangenheit weitergebracht hat. Dennoch empfinde ich es als wirklich sehr unangenehm, wie du das hier verherrlichst. Wenn du selbst schon Krieg erlebt hättest und Angehörige verloren hättest oder selbst schwer verwundet worden wärst würdest du darüber mit Sicherheit anders denken. Eine Frage: Möchtest du dass in Deutschland wieder der Krieg Einzug hält?",2021-02-13T09:52:49Z,2021-02-13T09:52:49Z,,
3016,,"@Dreamer Naja, stell dir mal vor, man würde dich dein ganzes Leben lang mit dem falschen Pronomen ansprechen. Angenommen du seist ein Mann und Mann würde immer “Sie” und “Frau” sagen. Ich glaube das ist schon ziemlich belastend für die Psyche. Auf jeden Fall ist das keine leichte Aufgabe für unsere Gesellschaft, ändert für Marcel-Jana ja aber nichts daran, dass es extrem belastend ist.",,,,Mina Frieden,"@Dreamer Naja, stell dir mal vor, man würde dich dein ganzes Leben lang mit dem falschen Pronomen ansprechen. Angenommen du seist ein Mann und Mann würde immer “Sie” und “Frau” sagen. Ich glaube das ist schon ziemlich belastend für die Psyche. Auf jeden Fall ist das keine leichte Aufgabe für unsere Gesellschaft, ändert für Marcel-Jana ja aber nichts daran, dass es extrem belastend ist.",2021-02-13T09:54:40Z,2021-02-13T09:54:40Z,,
3017,,"@Max Power Also wie kann man nur so kaltherzig sein? Du hast sogar Angehörige verloren und wünschst dir trotzdem dass das anderen auch widerfährt? Mit so jemandem sollte man eigentlich gar nicht reden. Wenn du Krieg so toll findest, dann frage ich mich, warum du nicht in das Land, in dem deine Angehörigen lebten ziehst",,,,Nora Gil,"@Max Power Also wie kann man nur so kaltherzig sein? Du hast sogar Angehörige verloren und wünschst dir trotzdem dass das anderen auch widerfährt? Mit so jemandem sollte man eigentlich gar nicht reden. Wenn du Krieg so toll findest, dann frage ich mich, warum du nicht in das Land, in dem deine Angehörigen lebten ziehst",2021-02-13T16:52:12Z,2021-02-13T16:52:12Z,,
